https://www.google.com.tw/maps/place/Kame+House+%E5%A4%8F%E5%A8%81%E5%A4%B7%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442ab1c164a8815:0x2f13544b8c46e204!8m2!3d25.0399146!4d121.5625851!16s%2Fg%2F11ftw63yzr!19sChIJFYhKFhyrQjQRBOJGjEtUEy8?authuser=0&hl=zh-TW&rclk=1,Kame House 夏威夷餐廳,4.8,夏威夷餐廳,270.0,, 110台北市信義區逸仙路32巷13號,Plus Code: 2HQ7+X2 信義區 台北市,1,1,0,1,星期二、11:30 到 15:00、17:00 到 22:00; 星期三、11:30 到 15:00、17:00 到 22:00; 星期四、11:30 到 15:00、17:00 到 22:00; 星期五、11:30 到 15:00、17:00 到 22:00; 星期六、11:30 到 15:00、17:00 到 22:00; 星期日、11:30 到 15:00、17:00 到 22:00; 星期一、11:30 到 15:00、17:00 到 22:00. 隱藏本週營業時間,https://www.facebook.com/kamehouse2020/, 02 8786 9466,,2022-11-22,7450,信義區,5,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",異國料理,25.0399146,121.5625851,4.0,4.6
https://www.google.com.tw/maps/place/%E5%B0%8F%E6%9C%A8%E5%B1%8B%E9%AC%86%E9%A4%85+%E5%8F%B0%E5%8C%97%E6%B0%B8%E5%BA%B7%E5%BA%97/data=!4m7!3m6!1s0x3442a90ba90201b5:0xb127a57f8131ae61!8m2!3d25.032368!4d121.5297913!16s%2Fg%2F11h_2dz_j8!19sChIJtQECqQupQjQRYa4xgX-lJ7E?authuser=0&hl=zh-TW&rclk=1,小木屋鬆餅 台北永康店,3.9,餐廳,260.0,$, 10650台北市大安區永康街15號之2號,Plus Code: 2GJH+WW 大安區 台北市,1,1,0,1,星期二、08:30 到 21:00; 星期三、08:30 到 21:00; 星期四、08:30 到 21:00; 星期五、08:30 到 21:00; 星期六、09:30 到 21:00; 星期日、09:30 到 21:00; 星期一、08:30 到 21:00. 隱藏本週營業時間,https://www.facebook.com/%E5%B0%8F%E6%9C%A8%E5%B1%8B%E9%AC%86%E9%A4%85%E6%B0%B8%E5%BA%B7%E5%BA%97-113824016658526/?modal=admin_todo_tour, 02 2395 9709,,2022-11-22,7451,大安區,4,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",咖啡甜點,25.032368,121.5297913,4.0,3.0
https://www.google.com.tw/maps/place/Church+Taipei/data=!4m7!3m6!1s0x3442ab3b2692533b:0x4709cb57bb1aee8!8m2!3d25.0325619!4d121.5558857!16s%2Fg%2F11j960hgj_!19sChIJO1OSJjurQjQR6K6xe7WccAQ?authuser=0&hl=zh-TW&rclk=1,Church Taipei,3.9,酒吧,198.0,, 106台北市大安區信義路四段378巷7號,Plus Code: 2HM4+29 大安區 台北市,1,1,0,0,星期二、19:00 到 02:00; 星期三、19:00 到 02:00; 星期四、19:00 到 02:00; 星期五、19:00 到 03:00; 星期六、19:00 到 03:00; 星期日、19:00 到 02:00; 星期一、休息. 隱藏本週營業時間,https://www.instagram.com/church_taipei/, 02 2700 8880,,2022-11-22,7453,大安區,4,51-200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]",酒吧/餐酒館,25.0325619,121.5558857,4.0,3.7
https://www.google.com.tw/maps/place/%E5%A5%BD%E7%89%A9+Spirit+%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3442aa32f8ad755f:0x1e3f92f01c7c5897!8m2!3d25.0269587!4d121.5508365!16s%2Fg%2F11b8_6m_c1!19sChIJX3Wt-DKqQjQRl1h8HPCSPx4?authuser=0&hl=zh-TW&rclk=1,好物 Spirit 咖啡,4.2,早午餐餐廳,541.0,$$, 106台北市大安區安和路二段189巷17號,Plus Code: 2HG2+Q8 大安區 台北市,1,1,0,0,星期二、10:30 到 21:00; 星期三、10:30 到 21:00; 星期四、10:30 到 21:00; 星期五、10:30 到 21:00; 星期六、10:00 到 20:00; 星期日、10:00 到 20:00; 星期一、10:30 到 21:00. 隱藏本週營業時間,https://www.facebook.com/haowuspiritcafe/, 02 2736 6758,,2022-11-22,7454,大安區,4,501-1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",早午餐,25.0269587,121.5508365,4.0,4.0
https://www.google.com.tw/maps/place/Moonshine+Coffee+Roasters+%7C+%E7%A7%81%E9%87%80%E5%92%96%E5%95%A1%E5%95%86%E8%A1%8C+(%E6%95%A6%E5%8D%97%E6%97%97%E8%89%A6%E5%BA%97)/data=!4m7!3m6!1s0x3442ab0b2f8a5463:0xcb2bed0dbbbdb65a!8m2!3d25.0254796!4d121.5495497!16s%2Fg%2F11hkwzdbz3!19sChIJY1SKLwurQjQRWra9uw3tK8s?authuser=0&hl=zh-TW&rclk=1,Moonshine Coffee Roasters | 私釀咖啡商行 (敦南旗艦店),4.6,咖啡店,259.0,, 106台北市大安區敦化南路二段265巷7號1樓,Plus Code: 2GGX+5R 大安區 台北市,1,1,0,1,星期二、08:30 到 18:30; 星期三、08:30 到 18:30; 星期四、08:30 到 18:30; 星期五、08:30 到 18:30; 星期六、08:30 到 18:30; 星期日、08:30 到 18:30; 星期一、08:30 到 18:30. 隱藏本週營業時間,https://linktr.ee/MSC_2019, 02 2738 0265,,2022-11-22,7455,大安區,5,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",咖啡甜點,25.0254796,121.5495497,4.0,4.5
https://www.google.com.tw/maps/place/SHUU/data=!4m7!3m6!1s0x3442abb59d5f3891:0x20b5f1b8a04f61b6!8m2!3d25.0213369!4d121.5540932!16s%2Fg%2F11ngsq4zx2!19sChIJkThfnbWrQjQRtmFPoLjxtSA?authuser=0&hl=zh-TW&rclk=1,SHUU,4.5,餐廳,74.0,, 106台北市大安區和平東路三段228巷23號,Plus Code: 2HC3+GJ 大安區 台北市,1,1,0,1,星期二、12:00 到 19:30; 星期三、12:00 到 19:30; 星期四、12:00 到 19:30; 星期五、12:00 到 19:30; 星期六、12:00 到 19:30; 星期日、休息; 星期一、12:00 到 19:30. 隱藏本週營業時間,https://instagram.com/chocalottw?igshid=YmMyMTA2M2Y=, 0937 112 365,,2022-11-22,7458,大安區,4,51-200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",咖啡甜點,25.0213369,121.5540932,4.0,4.3
https://www.google.com.tw/maps/place/%E6%98%A5%E6%97%A5%E5%A5%BD%E6%97%A5/data=!4m7!3m6!1s0x3442aa2ad07f6ab7:0xc242241da417c220!8m2!3d25.0314583!4d121.5392838!16s%2Fg%2F11f_h_xd2b!19sChIJt2p_0CqqQjQRIMIXpB0kQsI?authuser=0&hl=zh-TW&rclk=1,春日好日,4.9,咖啡廳,336.0,$$, 106台北市大安區信義路三段134巷22號,Plus Code: 2GJQ+HP 大安區 台北市,1,1,0,0,星期二、11:00 到 19:00; 星期三、11:00 到 19:00; 星期四、休息; 星期五、14:30 到 19:00; 星期六、11:00 到 19:00; 星期日、11:00 到 19:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/springniceday/, 02 2709 4837,,2022-11-22,7459,大安區,5,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",咖啡甜點,25.0314583,121.5392838,4.0,4.7
https://www.google.com.tw/maps/place/BAR+PUN/data=!4m7!3m6!1s0x3442abcbc14e34bd:0xfaa10e154b46672a!8m2!3d25.0326223!4d121.5558845!16s%2Fg%2F11g027g74m!19sChIJvTROwcurQjQRKmdGSxUOofo?authuser=0&hl=zh-TW&rclk=1,BAR PUN,4.5,酒吧,741.0,$$, 106台北市大安區信義路四段378巷5號,Plus Code: 2HM4+29 大安區 台北市,1,0,1,0,星期二、18:30 到 01:30; 星期三、18:30 到 01:30; 星期四、18:30 到 01:30; 星期五、18:30 到 02:30; 星期六、18:30 到 02:30; 星期日、18:30 到 01:30; 星期一、18:30 到 01:30. 隱藏本週營業時間,https://www.facebook.com/PUN.TAIPEI/, 02 2700 5000,,2022-11-22,7460,大安區,4,501-1000,"[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]","[1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]","[1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]","[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1, 1]",酒吧/餐酒館,25.0326223,121.5558845,4.0,4.3
https://www.google.com.tw/maps/place/%E5%BE%8C%E9%99%A2+L'arri%C3%A8re-cour+%E5%A8%81%E5%A3%AB%E5%BF%8C%E5%8D%9A%E7%89%A9%E9%A4%A8/data=!4m7!3m6!1s0x3442abcc67338e8d:0xe8f9706adffeda3b!8m2!3d25.0319792!4d121.5528715!16s%2Fg%2F1td2x4ww!19sChIJjY4zZ8yrQjQRO9r-32pw-eg?authuser=0&hl=zh-TW&rclk=1,後院 L'arrière-cour 威士忌博物館,4.5,酒吧,588.0,$$, 106台北市大安區安和路二段23巷4號,Plus Code: 2HJ3+Q4 大安區 台北市,1,0,0,0,星期二、19:00 到 03:00; 星期三、19:00 到 03:00; 星期四、19:00 到 03:00; 星期五、19:00 到 03:00; 星期六、19:00 到 03:00; 星期日、19:00 到 03:00; 星期一、19:00 到 03:00. 隱藏本週營業時間,https://www.facebook.com/Larrierecour/, 02 2704 7818,,2022-11-22,7462,大安區,4,501-1000,"[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]","[1, 1, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 1, 1]",酒吧/餐酒館,25.0319792,121.5528715,4.0,4.2
https://www.google.com.tw/maps/place/Miles.Q/data=!4m7!3m6!1s0x3442abae685c6a9b:0xe439f4f712f4306!8m2!3d25.0323863!4d121.5607397!16s%2Fg%2F11h12t59gm!19sChIJm2pcaK6rQjQRBkMvcU-fQw4?authuser=0&hl=zh-TW&rclk=1,Miles.Q,4.8,甜品店,218.0,, 110台北市信義區信義路五段8巷11號1樓,Plus Code: 2HJ6+X7 信義區 台北市,1,1,0,0,星期二、12:00 到 19:00; 星期三、12:00 到 19:00; 星期四、12:00 到 19:00; 星期五、12:00 到 19:00; 星期六、12:00 到 19:00; 星期日、12:00 到 19:00; 星期一、12:00 到 19:00. 隱藏本週營業時間,https://www.facebook.com/MilesQ-2209257449161476/, 02 2345 8818,,2022-11-22,7465,信義區,5,201-500,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",咖啡甜點,25.0323863,121.5607397,4.0,4.6
https://www.google.com.tw/maps/place/%E9%B9%BF%E6%97%A5+Deer+Day/data=!4m7!3m6!1s0x3442aa4d45f18551:0x90acd836b0e103e3!8m2!3d25.0241947!4d121.570472!16s%2Fg%2F11gf5_k3wl!19sChIJUYXxRU2qQjQR4wPhsDbYrJA?authuser=0&hl=zh-TW&rclk=1,鹿日 Deer Day,4.7,甜品店,170.0,, 110台北市信義區信義路五段150巷401弄25號,Plus Code: 2HFC+M5 信義區 台北市,1,1,0,1,星期二、13:00 到 19:00; 星期三、13:00 到 19:00; 星期四、13:00 到 19:00; 星期五、13:00 到 19:00; 星期六、13:00 到 19:00; 星期日、14:00 到 19:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/deerdaytw/, 02 8786 9622,,2022-11-22,7466,信義區,5,51-200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",咖啡甜點,25.0241947,121.570472,4.0,4.5
https://www.google.com.tw/maps/place/Amygdala+%E6%9D%8F%E4%BB%81%E6%A0%B8%E6%B3%95%E5%BC%8F%E7%83%98%E7%84%99/data=!4m7!3m6!1s0x3442abc44f5e286d:0xc1fba0e7456d75f9!8m2!3d25.0335143!4d121.558791!16s%2Fg%2F11r9vw7592!19sChIJbSheT8SrQjQR-XVtReeg-8E?authuser=0&hl=zh-TW&rclk=1,Amygdala 杏仁核法式烘焙,4.6,法式糕餅店,49.0,, 110台北市信義區信義路四段395巷6弄6號1樓,Plus Code: 2HM5+CG 信義區 台北市,1,1,0,0,星期二、休息; 星期三、休息; 星期四、休息; 星期五、12:30 到 19:00; 星期六、12:30 到 18:30; 星期日、12:30 到 18:30; 星期一、12:30 到 18:30. 隱藏本週營業時間,https://www.facebook.com/amygdalalcb/,,,2022-11-22,7467,信義區,5,0-50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",咖啡甜點,25.0335143,121.558791,4.0,4.5
