,店名,評論數,星級,標籤,價位,地址,電話,營業時間,網站
0,凪Nagi 忠孝店,"3,543",4.3,拉麵店,$$, 106台北市大安區大安路一段75巷5號1, 02 2778 1899,星期五、11:30 到 20:00; 星期六、11:30 到 20:00; 星期日、11:30 到 20:00; 星期一、11:30 到 20:00; 星期二、11:30 到 20:00; 星期三、11:30 到 20:00; 星期四、11:30 到 20:00. 隱藏本週營業時間,https://www.facebook.com/NagiTaiwan/
