,店名,評論數,星級,標籤,價位,地址,電話,營業時間,網站
0,魚の棧(魚之棧),256,4.2,餐廳,, 103台北市大同區大龍街247號, 02 2598 2156,星期六、11:00 到 14:00、17:00 到 22:00; 星期日、11:00 到 14:00、17:00 到 22:00; 星期一、休息; 星期二、17:00 到 22:00; 星期三、11:00 到 14:00、17:00 到 22:00; 星期四、11:00 到 14:00、17:00 到 22:00; 星期五、11:00 到 14:00、17:00 到 22:00. 隱藏本週營業時間,https://www.facebook.com/669rgaqj
